,id,name,budget,original_title,vote_average,vote_count
1,13811,Adventure,50000000,Knowing,5.9,1486
2,13811,Drama,50000000,Knowing,5.9,1486
3,13811,Mystery,50000000,Knowing,5.9,1486
4,13811,Science Fiction,50000000,Knowing,5.9,1486
5,13811,Thriller,50000000,Knowing,5.9,1486
0,6877,Comedy,50000000,Failure to Launch,5.5,399
0,10320,Drama,50000000,The Ring Two,5.4,632
1,10320,Horror,50000000,The Ring Two,5.4,632
2,10320,Thriller,50000000,The Ring Two,5.4,632
0,50646,Comedy,50000000,"Crazy, Stupid, Love.",7.0,2443
1,50646,Drama,50000000,"Crazy, Stupid, Love.",7.0,2443
2,50646,Romance,50000000,"Crazy, Stupid, Love.",7.0,2443
0,8920,Animation,50000000,Garfield,5.2,820
1,8920,Comedy,50000000,Garfield,5.2,820
2,8920,Family,50000000,Garfield,5.2,820
0,13673,Comedy,60000000,Christmas with the Kranks,5.2,193
1,13673,Family,60000000,Christmas with the Kranks,5.2,193
0,60308,Drama,50000000,Moneyball,7.0,1381
0,6950,Action,50000000,Outbreak,6.3,513
1,6950,Drama,50000000,Outbreak,6.3,513
2,6950,Science Fiction,50000000,Outbreak,6.3,513
3,6950,Thriller,50000000,Outbreak,6.3,513
0,225574,Action,50000000,Non-Stop,6.8,2268
1,225574,Thriller,50000000,Non-Stop,6.8,2268
2,225574,Mystery,50000000,Non-Stop,6.8,2268
0,13836,Adventure,50000000,Race to Witch Mountain,5.5,509
1,13836,Family,50000000,Race to Witch Mountain,5.5,509
2,13836,Fantasy,50000000,Race to Witch Mountain,5.5,509
3,13836,Science Fiction,50000000,Race to Witch Mountain,5.5,509
4,13836,Thriller,50000000,Race to Witch Mountain,5.5,509
5,13836,Action,50000000,Race to Witch Mountain,5.5,509
0,752,Action,54000000,V for Vendetta,7.7,4442
1,752,Thriller,54000000,V for Vendetta,7.7,4442
2,752,Fantasy,54000000,V for Vendetta,7.7,4442
0,6038,Action,50000000,Shanghai Knights,6.0,692
1,6038,Adventure,50000000,Shanghai Knights,6.0,692
2,6038,Comedy,50000000,Shanghai Knights,6.0,692
3,6038,Western,50000000,Shanghai Knights,6.0,692
0,9975,Adventure,50000000,Curious George,6.2,106
1,9975,Animation,50000000,Curious George,6.2,106
2,9975,Comedy,50000000,Curious George,6.2,106
3,9975,Family,50000000,Curious George,6.2,106
0,11451,Comedy,50000000,Herbie Fully Loaded,5.1,542
1,11451,Family,50000000,Herbie Fully Loaded,5.1,542
2,11451,Adventure,50000000,Herbie Fully Loaded,5.1,542
3,11451,Fantasy,50000000,Herbie Fully Loaded,5.1,542
4,11451,Romance,50000000,Herbie Fully Loaded,5.1,542
0,12103,Thriller,50000000,Don't Say a Word,6.0,220
0,60304,Fantasy,50000000,Hansel & Gretel: Witch Hunters,5.7,3239
1,60304,Horror,50000000,Hansel & Gretel: Witch Hunters,5.7,3239
2,60304,Action,50000000,Hansel & Gretel: Witch Hunters,5.7,3239
0,2251,Thriller,50000000,Unfaithful,6.3,276
1,2251,Drama,50000000,Unfaithful,6.3,276
0,46529,Action,50000000,I Am Number Four,5.9,1567
1,46529,Thriller,50000000,I Am Number Four,5.9,1567
2,46529,Science Fiction,50000000,I Am Number Four,5.9,1567
3,46529,Adventure,50000000,I Am Number Four,5.9,1567
0,231,Drama,50000000,Syriana,6.3,451
1,231,Thriller,50000000,Syriana,6.3,451
0,300671,Action,50000000,13 Hours: The Secret Soldiers of Benghazi,7.0,938
1,300671,Drama,50000000,13 Hours: The Secret Soldiers of Benghazi,7.0,938
2,300671,History,50000000,13 Hours: The Secret Soldiers of Benghazi,7.0,938
3,300671,Thriller,50000000,13 Hours: The Secret Soldiers of Benghazi,7.0,938
4,300671,War,50000000,13 Hours: The Secret Soldiers of Benghazi,7.0,938
0,228326,Romance,50000000,The Book of Life,7.3,755
1,228326,Animation,50000000,The Book of Life,7.3,755
2,228326,Adventure,50000000,The Book of Life,7.3,755
3,228326,Comedy,50000000,The Book of Life,7.3,755
4,228326,Family,50000000,The Book of Life,7.3,755
5,228326,Fantasy,50000000,The Book of Life,7.3,755
0,9754,Thriller,45000000,Firewall,5.6,267
0,66,Crime,50000000,Absolute Power,6.4,223
1,66,Drama,50000000,Absolute Power,6.4,223
2,66,Thriller,50000000,Absolute Power,6.4,223
0,4421,Action,50000000,G.I. Jane,6.0,395
1,4421,Drama,50000000,G.I. Jane,6.0,395
0,2649,Drama,50000000,The Game,7.5,1506
1,2649,Thriller,50000000,The Game,7.5,1506
2,2649,Mystery,50000000,The Game,7.5,1506
0,588,Horror,50000000,Silent Hill,6.3,1067
1,588,Mystery,50000000,Silent Hill,6.3,1067
0,10393,Comedy,0,The Replacements,6.1,203
0,71552,Comedy,50000000,American Reunion,6.1,1611
0,9631,Action,50000000,The Negotiator,6.8,582
1,9631,Adventure,50000000,The Negotiator,6.8,582
2,9631,Crime,50000000,The Negotiator,6.8,582
3,9631,Drama,50000000,The Negotiator,6.8,582
4,9631,Mystery,50000000,The Negotiator,6.8,582
5,9631,Thriller,50000000,The Negotiator,6.8,582
0,216282,Action,50000000,Into the Storm,5.8,817
1,216282,Thriller,50000000,Into the Storm,5.8,817
0,306,Action,50000000,Beverly Hills Cop III,5.5,434
1,306,Comedy,50000000,Beverly Hills Cop III,5.5,434
2,306,Crime,50000000,Beverly Hills Cop III,5.5,434
0,928,Comedy,50000000,Gremlins 2: The New Batch,6.2,652
1,928,Horror,50000000,Gremlins 2: The New Batch,6.2,652
2,928,Fantasy,50000000,Gremlins 2: The New Batch,6.2,652
0,205587,Drama,50000000,The Judge,7.2,1417
0,6623,Action,50000000,The Peacemaker,5.8,255
1,6623,Thriller,50000000,The Peacemaker,5.8,255
0,1577,Horror,45000000,Resident Evil: Apocalypse,6.1,1267
1,1577,Action,45000000,Resident Evil: Apocalypse,6.1,1267
2,1577,Science Fiction,45000000,Resident Evil: Apocalypse,6.1,1267
0,9801,Comedy,50000000,Bridget Jones: The Edge of Reason,6.1,750
1,9801,Romance,50000000,Bridget Jones: The Edge of Reason,6.1,750
0,2116,Thriller,50000000,Out of Time,6.1,298
1,2116,Crime,50000000,Out of Time,6.1,298
2,2116,Drama,50000000,Out of Time,6.1,298
0,9624,Action,50000000,On Deadly Ground,4.5,104
1,9624,Thriller,50000000,On Deadly Ground,4.5,104
0,14199,Adventure,50000000,The Adventures of Sharkboy and Lavagirl,4.4,269
1,14199,Family,50000000,The Adventures of Sharkboy and Lavagirl,4.4,269
2,14199,Science Fiction,50000000,The Adventures of Sharkboy and Lavagirl,4.4,269
0,1907,Drama,40000000,The Beach,6.3,1233
1,1907,Adventure,40000000,The Beach,6.3,1233
2,1907,Romance,40000000,The Beach,6.3,1233
3,1907,Thriller,40000000,The Beach,6.3,1233
0,4599,Drama,50000000,Raising Helen,5.9,189
1,4599,Comedy,50000000,Raising Helen,5.9,189
2,4599,Romance,50000000,Raising Helen,5.9,189
0,22832,Action,40000000,Ninja Assassin,6.2,371
1,22832,Crime,40000000,Ninja Assassin,6.2,371
2,22832,Thriller,40000000,Ninja Assassin,6.2,371
0,10390,Drama,50000000,For Love of the Game,6.3,88
1,10390,Romance,50000000,For Love of the Game,6.3,88
0,9879,Drama,50000000,Striptease,4.4,205
1,9879,Thriller,50000000,Striptease,4.4,205
2,9879,Crime,50000000,Striptease,4.4,205
0,11892,Crime,50000000,Murder by Numbers,6.0,268
1,11892,Drama,50000000,Murder by Numbers,6.0,268
2,11892,Thriller,50000000,Murder by Numbers,6.0,268
0,9691,Action,50000000,Assassins,6.0,387
1,9691,Adventure,50000000,Assassins,6.0,387
2,9691,Crime,50000000,Assassins,6.0,387
3,9691,Thriller,50000000,Assassins,6.0,387
0,1248,Crime,50000000,Hannibal Rising,6.0,654
1,1248,Drama,50000000,Hannibal Rising,6.0,654
2,1248,Thriller,50000000,Hannibal Rising,6.0,654
0,12220,Comedy,50000000,The Story of Us,5.9,75
1,12220,Drama,50000000,The Story of Us,5.9,75
2,12220,Romance,50000000,The Story of Us,5.9,75
0,72710,Action,44000000,The Host,6.0,1817
1,72710,Adventure,44000000,The Host,6.0,1817
2,72710,Romance,44000000,The Host,6.0,1817
3,72710,Science Fiction,44000000,The Host,6.0,1817
4,72710,Thriller,44000000,The Host,6.0,1817
0,10782,Action,50000000,Basic,6.2,286
1,10782,Drama,50000000,Basic,6.2,286
2,10782,Mystery,50000000,Basic,6.2,286
3,10782,Thriller,50000000,Basic,6.2,286
4,10782,Crime,50000000,Basic,6.2,286
0,9573,Crime,50000000,Blood Work,6.1,206
1,9573,Drama,50000000,Blood Work,6.1,206
2,9573,Mystery,50000000,Blood Work,6.1,206
3,9573,Thriller,50000000,Blood Work,6.1,206
0,4959,Drama,50000000,The International,6.0,368
1,4959,Thriller,50000000,The International,6.0,368
2,4959,Crime,50000000,The International,6.0,368
0,10061,Action,50000000,Escape from L.A.,5.6,373
1,10061,Adventure,50000000,Escape from L.A.,5.6,373
2,10061,Science Fiction,50000000,Escape from L.A.,5.6,373
3,10061,Thriller,50000000,Escape from L.A.,5.6,373
0,10386,Adventure,70000000,The Iron Giant,7.6,1436
1,10386,Animation,70000000,The Iron Giant,7.6,1436
2,10386,Family,70000000,The Iron Giant,7.6,1436
3,10386,Fantasy,70000000,The Iron Giant,7.6,1436
4,10386,Science Fiction,70000000,The Iron Giant,7.6,1436
0,421,Adventure,50000000,The Life Aquatic with Steve Zissou,7.1,775
1,421,Comedy,50000000,The Life Aquatic with Steve Zissou,7.1,775
2,421,Drama,50000000,The Life Aquatic with Steve Zissou,7.1,775
0,316152,War,50000000,Free State of Jones,6.6,428
1,316152,Action,50000000,Free State of Jones,6.6,428
2,316152,Drama,50000000,Free State of Jones,6.6,428
3,316152,History,50000000,Free State of Jones,6.6,428
4,316152,Thriller,50000000,Free State of Jones,6.6,428
0,11615,Drama,50000000,The Life of David Gale,7.3,480
1,11615,Thriller,50000000,The Life of David Gale,7.3,480
2,11615,Crime,50000000,The Life of David Gale,7.3,480
0,241554,Action,50000000,Run All Night,6.3,1148
1,241554,Crime,50000000,Run All Night,6.3,1148
2,241554,Drama,50000000,Run All Night,6.3,1148
3,241554,Mystery,50000000,Run All Night,6.3,1148
4,241554,Thriller,50000000,Run All Night,6.3,1148
0,2252,Thriller,51500000,Eastern Promises,7.2,848
1,2252,Crime,51500000,Eastern Promises,7.2,848
2,2252,Mystery,51500000,Eastern Promises,7.2,848
0,11968,Action,50000000,Into the Blue,5.8,458
1,11968,Thriller,50000000,Into the Blue,5.8,458
2,11968,Adventure,50000000,Into the Blue,5.8,458
3,11968,Crime,50000000,Into the Blue,5.8,458
0,10047,Adventure,60000000,Joan of Arc,6.2,367
1,10047,Drama,60000000,Joan of Arc,6.2,367
2,10047,Action,60000000,Joan of Arc,6.2,367
3,10047,History,60000000,Joan of Arc,6.2,367
4,10047,War,60000000,Joan of Arc,6.2,367
0,38319,Comedy,49900000,Your Highness,5.2,501
0,69668,Drama,50000000,Dream House,5.8,391
1,69668,Thriller,50000000,Dream House,5.8,391
2,69668,Mystery,50000000,Dream House,5.8,391
0,9770,Action,50000000,Mad City,5.9,81
1,9770,Drama,50000000,Mad City,5.9,81
2,9770,Thriller,50000000,Mad City,5.9,81
0,11212,Action,50000000,Baby's Day Out,5.8,274
1,11212,Adventure,50000000,Baby's Day Out,5.8,274
2,11212,Comedy,50000000,Baby's Day Out,5.8,274
3,11212,Family,50000000,Baby's Day Out,5.8,274
0,10533,Drama,50000000,The Scarlet Letter,5.5,108
1,10533,History,50000000,The Scarlet Letter,5.5,108
2,10533,Romance,50000000,The Scarlet Letter,5.5,108
0,38363,Drama,22000000,Fair Game,6.5,235
1,38363,Thriller,22000000,Fair Game,6.5,235
0,9923,Action,50000000,Domino,6.0,444
1,9923,Crime,50000000,Domino,6.0,444
0,11863,Action,50000000,Jade,5.2,44
1,11863,Thriller,50000000,Jade,5.2,44
2,11863,Mystery,50000000,Jade,5.2,44
3,11863,Romance,50000000,Jade,5.2,44
0,18501,Action,50000000,Gamer,5.6,760
1,18501,Thriller,50000000,Gamer,5.6,760
2,18501,Science Fiction,50000000,Gamer,5.6,760
0,109491,Fantasy,60000000,Beautiful Creatures,5.6,984
1,109491,Drama,60000000,Beautiful Creatures,5.6,984
2,109491,Romance,60000000,Beautiful Creatures,5.6,984
0,9275,Comedy,55000000,Death to Smoochy,5.9,132
1,9275,Crime,55000000,Death to Smoochy,5.9,132
2,9275,Drama,55000000,Death to Smoochy,5.9,132
3,9275,Thriller,55000000,Death to Smoochy,5.9,132
0,329833,Comedy,50000000,Zoolander 2,4.7,797
0,12634,Comedy,50000000,The Big Bounce,5.0,76
1,12634,Crime,50000000,The Big Bounce,5.0,76
0,10416,Comedy,60000000,What Planet Are You From?,5.4,37
1,10416,Drama,60000000,What Planet Are You From?,5.4,37
2,10416,Romance,60000000,What Planet Are You From?,5.4,37
3,10416,Science Fiction,60000000,What Planet Are You From?,5.4,37
0,47327,Fantasy,50000000,Drive Angry,5.3,600
1,47327,Thriller,50000000,Drive Angry,5.3,600
2,47327,Action,50000000,Drive Angry,5.3,600
3,47327,Crime,50000000,Drive Angry,5.3,600
0,15268,Action,50000000,Street Fighter: The Legend of Chun-Li,3.9,112
1,15268,Adventure,50000000,Street Fighter: The Legend of Chun-Li,3.9,112
2,15268,Science Fiction,50000000,Street Fighter: The Legend of Chun-Li,3.9,112
3,15268,Thriller,50000000,Street Fighter: The Legend of Chun-Li,3.9,112
0,10796,Action,49000000,The One,5.7,437
1,10796,Science Fiction,49000000,The One,5.7,437
2,10796,Thriller,49000000,The One,5.7,437
0,9548,Action,49000000,The Adventures of Ford Fairlane,6.2,71
1,9548,Comedy,49000000,The Adventures of Ford Fairlane,6.2,71
2,9548,Thriller,49000000,The Adventures of Ford Fairlane,6.2,71
3,9548,Crime,49000000,The Adventures of Ford Fairlane,6.2,71
4,9548,Mystery,49000000,The Adventures of Ford Fairlane,6.2,71
0,18947,Drama,50000000,The Boat That Rocked,7.2,666
1,18947,Comedy,50000000,The Boat That Rocked,7.2,666
0,1900,Thriller,48000000,Traffic,6.9,562
1,1900,Drama,48000000,Traffic,6.9,562
2,1900,Crime,48000000,Traffic,6.9,562
0,89,Adventure,48000000,Indiana Jones and the Last Crusade,7.6,3152
1,89,Action,48000000,Indiana Jones and the Last Crusade,7.6,3152
0,96724,Drama,0,Anna Karenina,6.5,639
1,96724,Romance,0,Anna Karenina,6.5,639
0,198184,Crime,49000000,Chappie,6.6,3062
1,198184,Action,49000000,Chappie,6.6,3062
2,198184,Science Fiction,49000000,Chappie,6.6,3062
0,9481,Drama,73000000,The Bone Collector,6.5,826
1,9481,Mystery,73000000,The Bone Collector,6.5,826
2,9481,Thriller,73000000,The Bone Collector,6.5,826
3,9481,Crime,73000000,The Bone Collector,6.5,826
0,4547,Crime,48000000,Panic Room,6.5,1267
1,4547,Drama,48000000,Panic Room,6.5,1267
2,4547,Thriller,48000000,Panic Room,6.5,1267
0,6415,Action,75000000,Three Kings,6.6,692
1,6415,Adventure,75000000,Three Kings,6.6,692
2,6415,Comedy,75000000,Three Kings,6.6,692
0,181283,Crime,50000000,Child 44,6.1,547
1,181283,Thriller,50000000,Child 44,6.1,547
0,9896,Adventure,48000000,Rat Race,6.0,518
1,9896,Comedy,48000000,Rat Race,6.0,518
0,167,Drama,48000000,K-PAX,7.1,695
1,167,Science Fiction,48000000,K-PAX,7.1,695
0,11232,Comedy,0,Kate & Leopold,6.0,418
1,11232,Fantasy,0,Kate & Leopold,6.0,418
2,11232,Romance,0,Kate & Leopold,6.0,418
3,11232,Science Fiction,0,Kate & Leopold,6.0,418
0,1636,Fantasy,48000000,Bedazzled,5.6,512
1,1636,Comedy,48000000,Bedazzled,5.6,512
2,1636,Romance,48000000,Bedazzled,5.6,512
0,2148,Music,58000000,The Cotton Club,6.6,68
1,2148,Drama,58000000,The Cotton Club,6.6,68
2,2148,Crime,58000000,The Cotton Club,6.6,68
3,2148,Romance,58000000,The Cotton Club,6.6,68
0,5176,Western,55000000,3:10 to Yuma,6.9,1188
0,260346,Thriller,48000000,Taken 3,6.1,2200
1,260346,Action,48000000,Taken 3,6.1,2200
0,1389,Romance,48000000,Out of Sight,6.5,333
1,1389,Comedy,48000000,Out of Sight,6.5,333
2,1389,Crime,48000000,Out of Sight,6.5,333
0,9894,Comedy,47000000,The Cable Guy,5.7,594
1,9894,Drama,47000000,The Cable Guy,5.7,594
2,9894,Thriller,47000000,The Cable Guy,5.7,594
0,7504,Drama,0,1947: Earth,6.6,9
0,8592,Adventure,47000000,Dick Tracy,5.9,251
1,8592,Action,47000000,Dick Tracy,5.9,251
2,8592,Comedy,47000000,Dick Tracy,5.9,251
3,8592,Thriller,47000000,Dick Tracy,5.9,251
4,8592,Crime,47000000,Dick Tracy,5.9,251
0,913,Drama,48000000,The Thomas Crown Affair,6.6,339
1,913,Crime,48000000,The Thomas Crown Affair,6.6,339
2,913,Romance,48000000,The Thomas Crown Affair,6.6,339
0,11091,Comedy,48000000,Riding in Cars with Boys,6.5,103
1,11091,Drama,48000000,Riding in Cars with Boys,6.5,103
2,11091,Romance,48000000,Riding in Cars with Boys,6.5,103
0,1368,Action,15000000,First Blood,7.2,1488
1,1368,Adventure,15000000,First Blood,7.2,1488
2,1368,Thriller,15000000,First Blood,7.2,1488
3,1368,War,15000000,First Blood,7.2,1488
0,593,Drama,0,Солярис,7.7,357
1,593,Science Fiction,0,Солярис,7.7,357
2,593,Adventure,0,Солярис,7.7,357
3,593,Mystery,0,Солярис,7.7,357
0,5393,Animation,47000000,Happily N'Ever After,4.6,104
1,5393,Comedy,47000000,Happily N'Ever After,4.6,104
2,5393,Family,47000000,Happily N'Ever After,4.6,104
3,5393,Fantasy,47000000,Happily N'Ever After,4.6,104
4,5393,Science Fiction,47000000,Happily N'Ever After,4.6,104
0,9095,Drama,47000000,Mary Reilly,5.7,74
1,9095,Horror,47000000,Mary Reilly,5.7,74
2,9095,Thriller,47000000,Mary Reilly,5.7,74
3,9095,Romance,47000000,Mary Reilly,5.7,74
0,8874,Comedy,38000000,My Best Friend's Wedding,6.3,584
1,8874,Romance,38000000,My Best Friend's Wedding,6.3,584
0,11467,Comedy,0,America's Sweethearts,5.5,252
1,11467,Romance,0,America's Sweethearts,5.5,252
0,320,Crime,46000000,Insomnia,6.8,1148
1,320,Mystery,46000000,Insomnia,6.8,1148
2,320,Thriller,46000000,Insomnia,6.8,1148
0,199,Science Fiction,46000000,Star Trek: First Contact,7.0,661
1,199,Action,46000000,Star Trek: First Contact,7.0,661
2,199,Adventure,46000000,Star Trek: First Contact,7.0,661
3,199,Thriller,46000000,Star Trek: First Contact,7.0,661
0,20533,Action,47000000,Jonah Hex,4.4,420
1,20533,Western,47000000,Jonah Hex,4.4,420
2,20533,Drama,47000000,Jonah Hex,4.4,420
3,20533,Fantasy,47000000,Jonah Hex,4.4,420
4,20533,Thriller,47000000,Jonah Hex,4.4,420
0,10684,Drama,46000000,Courage Under Fire,6.2,232
1,10684,Thriller,46000000,Courage Under Fire,6.2,232
2,10684,Mystery,46000000,Courage Under Fire,6.2,232
3,10684,War,46000000,Courage Under Fire,6.2,232
0,1624,Comedy,45000000,Liar Liar,6.4,1424
0,325789,Crime,25000000,The Infiltrator,6.6,573
1,325789,Drama,25000000,The Infiltrator,6.6,573
2,325789,Thriller,25000000,The Infiltrator,6.6,573
0,888,Fantasy,46000000,The Flintstones,5.0,543
1,888,Comedy,46000000,The Flintstones,5.0,543
2,888,Family,46000000,The Flintstones,5.0,543
0,82675,Action,45000000,Taken 2,6.1,2757
1,82675,Crime,45000000,Taken 2,6.1,2757
2,82675,Thriller,45000000,Taken 2,6.1,2757
0,4256,Comedy,48000000,Scary Movie 3,5.8,912
0,1493,Comedy,45000000,Miss Congeniality,6.1,961
1,1493,Crime,45000000,Miss Congeniality,6.1,961
2,1493,Action,45000000,Miss Congeniality,6.1,961
0,88751,Action,45000000,Journey to the Center of the Earth,5.8,1309
1,88751,Science Fiction,45000000,Journey to the Center of the Earth,5.8,1309
2,88751,Adventure,45000000,Journey to the Center of the Earth,5.8,1309
3,88751,Comedy,45000000,Journey to the Center of the Earth,5.8,1309
4,88751,Family,45000000,Journey to the Center of the Earth,5.8,1309
0,11130,Comedy,40000000,The Princess Diaries 2: Royal Engagement,6.0,697
1,11130,Drama,40000000,The Princess Diaries 2: Royal Engagement,6.0,697
2,11130,Family,40000000,The Princess Diaries 2: Royal Engagement,6.0,697
3,11130,Romance,40000000,The Princess Diaries 2: Royal Engagement,6.0,697
0,9944,Drama,45000000,The Pelican Brief,6.3,371
1,9944,Mystery,45000000,The Pelican Brief,6.3,371
2,9944,Thriller,45000000,The Pelican Brief,6.3,371
3,9944,Crime,45000000,The Pelican Brief,6.3,371
0,10731,Drama,45000000,The Client,6.4,278
1,10731,Thriller,45000000,The Client,6.4,278
2,10731,Crime,45000000,The Client,6.4,278
3,10731,Mystery,45000000,The Client,6.4,278
0,7350,Drama,45000000,The Bucket List,7.0,1111
1,7350,Comedy,45000000,The Bucket List,7.0,1111
0,9869,Drama,45000000,Patriot Games,6.3,433
1,9869,Action,45000000,Patriot Games,6.3,433
2,9869,Thriller,45000000,Patriot Games,6.3,433
3,9869,Crime,45000000,Patriot Games,6.3,433
0,4379,Romance,43000000,Monster-in-Law,5.6,406
1,4379,Comedy,43000000,Monster-in-Law,5.6,406
0,146233,Drama,46000000,Prisoners,7.9,3085
1,146233,Thriller,46000000,Prisoners,7.9,3085
2,146233,Crime,46000000,Prisoners,7.9,3085
0,2034,Action,45000000,Training Day,7.3,1634
1,2034,Crime,45000000,Training Day,7.3,1634
2,2034,Drama,45000000,Training Day,7.3,1634
3,2034,Thriller,45000000,Training Day,7.3,1634
0,926,Comedy,45000000,Galaxy Quest,6.9,710
1,926,Family,45000000,Galaxy Quest,6.9,710
2,926,Science Fiction,45000000,Galaxy Quest,6.9,710
0,4248,Comedy,45000000,Scary Movie 2,5.4,982
0,64328,Comedy,45000000,The Muppets,6.5,501
1,64328,Family,45000000,The Muppets,6.5,501
2,64328,Music,45000000,The Muppets,6.5,501
0,36647,Horror,45000000,Blade,6.5,1905
1,36647,Action,45000000,Blade,6.5,1905
0,7214,Drama,30000000,Coach Carter,7.3,496
0,1537,Action,45000000,Changing Lanes,5.9,299
1,1537,Adventure,45000000,Changing Lanes,5.9,299
2,1537,Crime,45000000,Changing Lanes,5.9,299
3,1537,Thriller,45000000,Changing Lanes,5.9,299
0,9360,Adventure,45000000,Anaconda,4.7,610
1,9360,Horror,45000000,Anaconda,4.7,610
2,9360,Thriller,45000000,Anaconda,4.7,610
0,6282,Comedy,45000000,Coyote Ugly,5.8,575
0,508,Comedy,40000000,Love Actually,7.0,1869
1,508,Romance,40000000,Love Actually,7.0,1869
2,508,Drama,40000000,Love Actually,7.0,1869
0,9487,Adventure,120000000,A Bug's Life,6.8,2303
1,9487,Animation,120000000,A Bug's Life,6.8,2303
2,9487,Comedy,120000000,A Bug's Life,6.8,2303
3,9487,Family,120000000,A Bug's Life,6.8,2303
0,768,Horror,35000000,From Hell,6.6,741
1,768,Mystery,35000000,From Hell,6.6,741
2,768,Thriller,35000000,From Hell,6.6,741
0,2636,Action,45000000,The Specialist,5.5,313
1,2636,Thriller,45000000,The Specialist,5.5,313
0,10478,Comedy,45000000,Tin Cup,5.9,150
1,10478,Drama,45000000,Tin Cup,5.9,150
2,10478,Romance,45000000,Tin Cup,5.9,150
0,27983,Comedy,0,"Yours, Mine and Ours",6.2,26
1,27983,Drama,0,"Yours, Mine and Ours",6.2,26
2,27983,Family,0,"Yours, Mine and Ours",6.2,26
0,9981,Romance,45000000,Kicking & Screaming,5.6,176
